id,datetime,location_id,duration,distance_meters,category
f0ccd2d6-1c54-4e98-96ad-7dc999e4ffcc,2020-02-01 00:01:00,31,25.599867061585396,12.540723677344456,'Pedestrian - Multiple'
3f7690b6-e2c7-4919-95f0-3206e251e243,2020-02-01 00:02:00,22,9.975076134986757,7.472159318139832,'Cyclist'
ceaebcb0-3a0f-4ff2-8884-e28d45b01f55,2020-02-01 00:04:00,21,5.412650749572128,1.838539483658057,'Pedestrian'
af6ea7cb-84a0-41f6-8bf9-bcc76ef8ab42,2020-02-01 00:11:00,19,13.2319673539406,10.689281649882492,'Vehicle'
2cb4f2f9-3d82-4f64-88f5-a0ea76039047,2020-02-01 00:14:00,22,11.229584587926505,5.604109075559698,'Pedestrian - Multiple'
74659fe0-4ac7-4ca8-9aaa-9b9e5c40f6d9,2020-02-01 00:15:00,26,12.645644973220897,2.9504166716630893,'Cyclist'
e0f94c0a-5f71-4217-a4fd-372112438511,2020-02-01 00:18:00,25,12.034772546741433,4.2329804347047695,'Pedestrian'
2d1a555a-c08a-48a7-b098-3e8838456bd8,2020-02-01 00:19:00,0,14.42087079318351,10.063798892140337,'Pedestrian'
5f0a8aac-b3d0-4164-b9b9-be0e22079106,2020-02-01 00:20:00,5,13.75547029703732,1.1529833852211897,'Pedestrian'
e733e4b9-647e-400f-8333-6f8b2a86a87d,2020-02-01 00:21:00,29,18.694660992656303,1.2836576211146968,'Vehicle'
70c54ba3-4c8d-4b68-bef4-57db1d4fa43f,2020-02-01 00:22:00,5,15.535519830378352,6.1131846371385015,'Cyclist'
c7e45dff-9634-4af3-8fea-8d6ebbb0dc4f,2020-02-01 00:22:00,4,8.62916696433026,3.160624812483442,'Cyclist'
e3918807-b389-406f-88e7-3c717b5269d6,2020-02-01 00:24:00,4,16.528918984163163,4.959815526338346,'Cyclist'
4ce752ca-a6a6-44a1-819e-415cdc8fb709,2020-02-01 00:25:00,27,9.037453305468913,6.817846910767524,'Pedestrian'
5c1597fc-e3d9-414a-b219-cb26c5b1914a,2020-02-01 00:29:00,9,19.595536954178492,1.4160652333846153,'Pedestrian'
8db2713a-1bba-4929-92d3-a2404d01a856,2020-02-01 00:33:00,5,16.029992724424794,3.8773718709313174,'Vehicle'
d0dc6c20-f510-4a53-8f60-b8684a6abc5f,2020-02-01 00:41:00,17,12.938067550420202,10.646088808431204,'Vehicle'
03bcca47-0d78-4a7e-b3ed-399320b4f059,2020-02-01 00:41:00,13,24.55600605259583,6.422468466289253,'Pedestrian - Multiple'
a2c77aa8-4b07-4da3-be57-bd22322d318d,2020-02-01 00:49:00,17,15.1274398283168,3.4315119660452735,'Cyclist'
4f865dd8-f48b-4ad5-9bd2-39518b804ec6,2020-02-01 01:01:00,14,9.772894423646758,3.1663190819794047,'Vehicle'
c07e294b-7837-41a6-9128-4bb408872f89,2020-02-01 01:04:00,27,18.351015647543015,1.6601596698134653,'Vehicle'
c995159f-f955-412a-a4b4-ca4f7bb5e00b,2020-02-01 01:10:00,28,19.169295493463977,2.683575481140501,'Cyclist'
fcd5bd89-acb9-48e8-bcf6-fa15bb70dd3c,2020-02-01 01:10:00,6,12.001876614989651,7.094563632307404,'Vehicle'
aeaffb21-9d34-4949-99a0-22e5da900614,2020-02-01 01:17:00,21,21.157374813944024,4.749830229270903,'Cyclist'
a650c464-e24e-401c-b1b8-90641ae672f1,2020-02-01 01:19:00,31,10.23694769424809,2.9473907190675384,'Vehicle'
4d854f5d-9201-4e29-a788-a00bee1e2c56,2020-02-01 01:21:00,19,12.027809465076094,2.142533207563085,'Vehicle'
e394aabd-6945-41ea-a5af-78fafb7b0075,2020-02-01 01:28:00,15,11.012119381610578,6.08594821347284,'Vehicle'
3fe627ad-9c92-487d-b8fd-b88b98ff86cd,2020-02-01 01:30:00,1,10.256558117243396,1.9754266853340077,'Pedestrian - Multiple'
3ad38059-cdd6-4bfb-9c1c-29b750b208cc,2020-02-01 01:33:00,27,12.087217230219888,3.362122832317853,'Pedestrian - Multiple'
8a59344c-8a7e-4174-8ed5-687942463ad6,2020-02-01 01:37:00,30,8.788029322738875,3.7834494158403476,'Pedestrian - Multiple'
d2ded2c1-b7c3-4df9-9cd9-5f2fce332287,2020-02-01 01:41:00,16,12.408756571588945,3.8264415474238582,'Pedestrian'
96b179a7-fc91-4ef5-8d9a-48ec1536ff66,2020-02-01 01:47:00,5,14.195931090339657,1.548658856559281,'Pedestrian'
0e55b1f7-84fe-452f-a299-39bbb37c987a,2020-02-01 01:48:00,16,21.69053287298374,5.05713032872389,'Pedestrian'
b9e2cfe1-eab3-4272-96b4-7f942f74b326,2020-02-01 01:49:00,19,9.082178794450474,3.069632528194583,'Pedestrian'
c4b42820-5073-4220-a008-55767e7f4dc0,2020-02-01 01:49:00,0,18.0636727050443,8.59667855196413,'Pedestrian'
e48ad19d-0180-477d-8f04-c08201688446,2020-02-01 01:51:00,7,10.420581594686585,3.7147657010811144,'Vehicle'
8ae90641-4f5c-48e2-aec4-ed69a86272ad,2020-02-01 01:55:00,26,8.894102659963664,5.829899723519107,'Pedestrian'
4031bda0-14aa-4668-9137-edf2c241bbb7,2020-02-01 01:59:00,9,12.59741406851739,1.063458935553749,'Pedestrian'
97bd6365-ad80-4adb-801a-8d535670c6f5,2020-02-01 02:05:00,24,7.294489323559381,2.886068320362752,'Pedestrian'
97415ced-e30d-4b0c-a909-e58d73e83372,2020-02-01 02:05:00,12,18.063232500906626,2.7320401549267066,'Pedestrian - Multiple'
7d946bfb-fb9e-4ba8-8d2d-b7fed102bf78,2020-02-01 02:10:00,31,11.469506488737595,1.9716939498056407,'Pedestrian'
d07a7263-552b-4e39-a503-7c70a16b424c,2020-02-01 02:12:00,0,23.936905342680202,12.850610314587028,'Pedestrian'
44d1997a-d4dd-4423-bdc7-6ec2af728430,2020-02-01 02:22:00,20,19.53497062757215,3.559072322412603,'Vehicle'
0944ad43-d86d-4948-83d4-a104997a6bda,2020-02-01 02:43:00,3,8.09656327423828,6.510295848103368,'Pedestrian'
